,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.ncbi.nlm.nih.gov/gene/?term=,,,"Enter below the search word(s) contained in column E, gene description--current count for T cells is 9",,,,,,,,,,,,,,X11249_average counts,X11250_average counts,X11251_average counts,X11253_average counts,X11257_average counts,X11258_average counts,X11247_average counts,X11248_average counts,X11252_average counts,X11254_average counts,X11255_average counts,X11256_average counts,,,,,,0.05,2,-2
Zdhhc21,Zdhhc21,68268,"9130404H11Rik, AL024349, D130004H04Rik, dep","zinc finger, DHHC domain containing 21",,4_82798738_82859944,12, 0.76 ,1,-1.31,2.213750197,-0.381842518,0.911147731,-0.419078602,0.6752,0.99974,1,-1.30, 0.9 , -   , 4.6 , 3.7 , 2.3 , -   , 6.4 , 3.0 , 1.6 , 1.0 , 1.5 , 1.5 ,,,,,,,,
Pip4k2c,Pip4k2c,117150,Pip5k2c,"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma",,10_127197067_127211643,11, 1.17 ,1,1.17,20.3428649,0.179617406,0.428788969,0.418894654,0.6753,0.99974,1,1.13, 33.0 , 15.2 , 13.8 , 22.2 , 27.9 , 19.7 , 40.4 , 23.1 , 7.8 , 22.8 , 10.7 , 7.6 ,,,,,,,,
B4galt1,B4galt1,14595,"B-1,4-GalT, B-1,4-GalT1, GalT, Ggtb, Ggtb2, b4Gal-T1, beta-1,4-GalT, beta-1,4-GalT1, beta4Gal-T1","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",,4_40804582_40855712,7, 0.86 ,1,-1.17,24.48675562,-0.155203861,0.370557821,-0.418838443,0.6753,0.99974,1,-1.11, 29.6 , 10.1 , 22.9 , 32.7 , 11.6 , 28.7 , 20.3 , 12.1 , 35.8 , 23.8 , 38.9 , 27.2 ,,,,,,,,
Lypla2,Lypla2,26394,LysoII,lysophospholipase 2,,4_135968224_135972594,10, 1.08 ,1,1.08,34.6773413,0.114012197,0.272263008,0.418757573,0.6754,0.99974,1,1.08, 24.3 , 32.8 , 31.0 , 47.5 , 40.7 , 39.5 , 38.8 , 32.2 , 39.0 , 34.2 , 24.4 , 31.7 ,,,,,,,,
Klc1,Klc1,16593,"AI874768, Kns2",kinesin light chain 1,,12_111758849_111807844,20, 1.19 ,1,1.19,14.71988787,0.211548901,0.505394032,0.41858211,0.6755,0.99974,1,1.16, 16.5 , 10.1 , 41.3 , 4.9 , 7.0 , 16.2 , 21.3 , 17.6 , 14.0 , 4.1 , 14.5 , 9.1 ,,,,,,,,
Klhl28,Klhl28,66689,"2810440N09Rik, 4122402F11Rik, 4931401E10Rik, Btbd5",kelch-like 28,,12_64941486_64965605,7, 0.78 ,1,-1.29,2.304946835,-0.389099081,0.929786057,-0.418482379,0.6756,0.99974,1,-1.31, 2.6 , -   , 1.1 , 0.6 , 2.3 , 5.4 , 2.1 , 5.5 , 6.2 , 1.0 , 0.8 , -   ,,,,,,,,
Bet1,Bet1,12068,"AW555236, Bet-1",Bet1 golgi vesicular membrane trafficking protein,,6_4076904_4086998,5, 1.15 ,1,1.15,10.29860443,0.256529487,0.61318748,0.418354085,0.6757,0.99974,1,1.19, 0.9 , -   , 5.7 , 11.7 , 24.4 , 23.3 , 5.0 , 6.1 , 7.8 , 8.3 , 10.7 , 19.6 ,,,,,,,,
Rps18,Rps18,20084,"H-2Ke3, H2-Ke3, Ke-3, ke3",ribosomal protein S18,,17_33951999_33955641,5, 0.93 ,1,-1.07,7607.085132,-0.098724017,0.236063483,-0.418209608,0.6758,0.99974,1,-1.07," 9,414.0 "," 7,878.2 "," 5,589.4 "," 8,664.4 "," 5,805.9 "," 6,728.0 "," 5,070.2 "," 7,262.5 "," 4,913.5 "," 10,465.7 "," 10,654.3 "," 8,838.9 ",,,,,,,,
2410066E13Rik,2410066E13Rik,0,#N/A,#N/A,,#N/A,#N/A, 0.88 ,1,-1.13,63.51099555,-0.146875966,0.351253522,-0.418148023,0.6758,0.99974,1,-1.11, 76.5 , 27.8 , 40.1 , 101.7 , 26.8 , 84.4 , 32.3 , 69.8 , 68.6 , 90.2 , 56.5 , 87.6 ,,,,,,,,
Irak3,Irak3,73914,"4833428C18Rik, AI563835, IRAK-M",interleukin-1 receptor-associated kinase 3,,10_120141648_120201744,14, 1.28 ,1,1.28,3.558239173,0.326178115,0.780062559,0.418143534,0.6758,0.99974,1,1.25, 5.2 , -   , 4.6 , 1.2 , 9.3 , 3.6 , 6.9 , 2.4 , 1.6 , 1.0 , 0.8 , 6.0 ,,,,,,,,
Puf60,Puf60,67959,"2410104I19Rik, 2810454F19Rik, SIAHBP1",poly-U binding splicing factor 60,,15_76070182_76080949,13, 0.92 ,1,-1.09,79.03840292,-0.113526045,0.271509646,-0.418128957,0.6759,0.99974,1,-1.08, 69.6 , 40.4 , 94.1 , 66.6 , 104.7 , 79.0 , 121.4 , 71.0 , 99.7 , 54.9 , 59.5 , 87.6 ,,,,,,,,
Ciita,Ciita,12265,"C2ta, EG669998, Gm9475, Mhc2ta",class II transactivator,,16_10480014_10528606,24, 1.24 ,1,1.24,1.615766174,0.439913464,1.052370755,0.41802137,0.6759,0.99974,1,1.36, 4.3 , -   , 4.6 , 0.6 , 1.2 , -   , 1.0 , 1.2 , -   , 4.1 , 0.8 , 1.5 ,,,,,,,,
Zufsp,Zufsp,72580,2700019D07Rik,zinc finger with UFM1-specific peptidase domain,,10_33919142_33951345,13, 1.06 ,1,1.06,21.20429372,0.155673586,0.372450801,0.417970871,0.6760,0.99974,1,1.11, 24.3 , 15.2 , 22.9 , 22.2 , 26.8 , 19.7 , 18.6 , 22.5 , 37.4 , 9.3 , 8.4 , 27.2 ,,,,,,,,
Gm12839,Gm12839,0,#N/A,#N/A,,#N/A,#N/A, 1.11 ,1,1.11,7523.990282,0.15396813,0.368492217,0.417832787,0.6761,0.99974,1,1.11," 9,754.1 "," 9,100.4 "," 5,503.3 "," 11,554.8 "," 3,051.9 "," 8,584.1 "," 1,474.5 "," 7,187.3 "," 4,907.2 "," 10,673.0 "," 8,036.5 "," 10,460.8 ",,,,,,,,
Art4,Art4,109978,"4432404K01Rik, ARTC4, DO, DOK1",ADP-ribosyltransferase 4,,6_136848451_136857600,3, 1.11 ,1,1.11,62.18176727,0.162756213,0.389605506,0.417746184,0.6761,0.99974,1,1.12, 57.4 , 42.9 , 94.1 , 33.9 , 78.0 , 86.2 , 57.9 , 62.5 , 135.6 , 22.8 , 22.1 , 52.9 ,,,,,,,,
Cela1,Cela1,109901,"1810009A17Rik, 1810062B19Rik, Ela-1, Ela1, PC-TsF","chymotrypsin-like elastase family, member 1",,15_100674422_100687920,8, 0.91 ,1,-1.10,287.6562647,-0.133355662,0.319281272,-0.417674552,0.6762,0.99974,1,-1.10, 347.8 , 399.0 , 201.9 , 310.1 , 136.1 , 251.3 , 131.8 , 249.4 , 166.7 , 422.9 , 409.0 , 425.9 ,,,,,,,,
Imp4,Imp4,27993,"AA409888, AV031295, D1Wsu40e","IMP4, U3 small nucleolar ribonucleoprotein",,1_34439829_34445747,9, 1.15 ,1,1.15,28.0044865,0.163719341,0.392030035,0.417619381,0.6762,0.99974,1,1.12, 20.0 , 25.3 , 49.3 , 29.0 , 34.9 , 21.5 , 52.0 , 25.5 , 23.4 , 30.1 , 19.1 , 6.0 ,,,,,,,,
Arsk,Arsk,77041,"2810429K17Rik, 4833414G15Rik",arylsulfatase K,,13_76060422_76098667,9, 0.83 ,1,-1.20,3.003008981,-0.35114319,0.840851432,-0.41760432,0.6762,0.99974,1,-1.28, -   , 5.1 , 1.1 , 3.7 , 4.7 , 1.8 , 4.7 , 3.6 , 4.7 , 5.2 , -   , 1.5 ,,,,,,,,
Fxyd5,Fxyd5,18301,"EF-8, Oit2, RIC",FXYD domain-containing ion transport regulator 5,,7_31032723_31042331,9, 1.08 ,1,1.08,70.18115344,0.115961743,0.277712214,0.41756083,0.6763,0.99974,1,1.08, 65.2 , 68.2 , 91.8 , 50.6 , 114.0 , 48.5 , 89.3 , 56.4 , 88.8 , 71.5 , 46.5 , 51.3 ,,,,,,,,
Atp6v0e,Atp6v0e,11974,"Atp6k1, M9.2, Atp6v0e","ATPase, H+ transporting, lysosomal V0 subunit E",,17_26676396_26699647,4, 0.92 ,1,-1.09,2423.64341,-0.125912736,0.301601554,-0.417480395,0.6763,0.99974,1,-1.09," 2,806.1 "," 2,626.1 "," 1,555.3 "," 3,083.4 "," 1,523.0 "," 2,312.1 "," 1,002.8 "," 2,082.5 "," 1,535.0 "," 3,691.0 "," 3,690.5 "," 3,175.9 ",,,,,,,,
Nomo1,Nomo1,211548,"D7Ertd156e, Nomo, pM5",nodal modulator 1,,7_46033696_46084212,31, 1.13 ,1,1.13,79.27739548,0.17108587,0.409845562,0.417439849,0.6764,0.99974,1,1.13, 61.7 , 45.5 , 189.3 , 36.4 , 116.4 , 55.6 , 135.1 , 95.3 , 96.6 , 35.2 , 46.5 , 37.8 ,,,,,,,,
Ccdc25,Ccdc25,67179,"2610528H13Rik, NSrp70",coiled-coil domain containing 25,,14_65837302_65866604,9, 0.88 ,1,-1.14,26.41629224,-0.137794792,0.330154074,-0.417365113,0.6764,0.99974,1,-1.10, 31.3 , 17.7 , 14.9 , 24.0 , 27.9 , 32.3 , 19.6 , 24.3 , 35.8 , 15.5 , 31.3 , 42.3 ,,,,,,,,
Gps1,Gps1,209318,"Cops1, Csn1, R75577, Sgn1",G protein pathway suppressor 1,,11_120784260_120789102,14, 0.91 ,1,-1.10,39.34923087,-0.140586199,0.337112823,-0.417030113,0.6767,0.99974,1,-1.10, 46.1 , 30.3 , 50.5 , 38.2 , 16.3 , 43.1 , 56.5 , 44.9 , 26.5 , 25.9 , 25.9 , 68.0 ,,,,,,,,
Nisch,Nisch,64652,"1200007D05Rik, 3202002H23Rik, AW494485, I-1",nischarin,,14_31170928_31206826,22, 1.18 ,1,1.18,4.4908534,0.256532082,0.615244029,0.41695989,0.6767,0.99974,1,1.19, 6.1 , 2.5 , 8.0 , 4.9 , 5.8 , 1.8 , 4.2 , 4.9 , 4.7 , 4.1 , 6.9 , -   ,,,,,,,,
AU022252,AU022252,230696,AI450326,expressed sequence AU022252,,4_119221359_119232789,5, 0.90 ,1,-1.11,99.3396595,-0.134361655,0.322249379,-0.416949306,0.6767,0.99974,1,-1.10, 130.4 , 85.9 , 48.2 , 160.3 , 62.8 , 77.2 , 49.2 , 110.4 , 81.0 , 156.5 , 122.8 , 107.2 ,,,,,,,,
Ormdl3,Ormdl3,66612,"2810011N17Rik, AI315223",ORM1-like 3 (S. cerevisiae),,11_98581294_98587245,4, 1.07 ,1,1.07,472.8423671,0.091701081,0.21995662,0.416905301,0.6767,0.99974,1,1.07, 552.2 , 527.7 , 649.2 , 398.9 , 324.6 , 473.9 , 301.9 , 436.3 , 383.4 , 529.7 , 581.4 , 515.0 ,,,,,,,,
Rps13,Rps13,68052,2700063M04Rik,ribosomal protein S13,,7_116331507_116334190,6, 0.95 ,1,-1.05,1537.292175,-0.067383099,0.161667991,-0.416799261,0.6768,0.99974,1,-1.05," 1,647.0 "," 1,535.2 "," 1,397.1 "," 1,529.0 "," 1,407.8 "," 1,489.9 "," 1,111.0 "," 1,697.2 "," 1,425.9 "," 1,703.0 "," 1,823.5 "," 1,680.8 ",,,,,,,,
Pomp,Pomp,66537,"2510048O06Rik, Ump1",proteasome maturation protein,,5_147860628_147875778,6, 0.94 ,1,-1.06,402.881713,-0.081096711,0.194678317,-0.416567765,0.6770,0.99974,1,-1.06, 382.6 , 386.3 , 367.0 , 470.4 , 325.8 , 412.9 , 257.0 , 392.0 , 456.6 , 425.0 , 512.0 , 447.0 ,,,,,,,,
Chst15,Chst15,77590,"4631426J05Rik, BRAG, GalNAcS-6ST, MAd5, mKIAA0598",carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15,,7_132235779_132323534,11, 0.66 ,2,-1.52,2.671652388,-0.418971895,1.006370619,-0.416319681,0.6772,0.99974,1,-1.34, 1.7 , -   , 8.0 , 0.6 , 2.3 , -   , 1.9 , 2.4 , 12.5 , 1.0 , -   , 1.5 ,,,,,,,,
Cyp4f18,Cyp4f18,72054,"1810054N16Rik, Cyp4f3, Cypf18","cytochrome P450, family 4, subfamily f, polypeptide 18",,8_71988482_72009660,14, 1.07 ,1,1.07,230.8185394,0.090427894,0.217240501,0.416257068,0.6772,0.99974,1,1.06, 225.2 , 176.8 , 237.4 , 238.6 , 293.2 , 260.3 , 331.7 , 218.4 , 155.8 , 251.9 , 206.8 , 173.7 ,,,,,,,,
Ep400,Ep400,75560,"1700020J09Rik, AU023439, mDomino, mKIAA1498, p400",E1A binding protein p400,,5_110664373_110770886,56, 1.14 ,1,1.14,4.836253442,0.283534846,0.681158525,0.416253832,0.6772,0.99974,1,1.22, 11.3 , 5.1 , 5.7 , 1.2 , 5.8 , 1.8 , 4.2 , 0.6 , 9.4 , 3.1 , 5.3 , 4.5 ,,,,,,,,
Rbm43,Rbm43,71684,0610033I05Rik,RNA binding motif protein 43,,2_51924448_51935342,9, 0.93 ,1,-1.07,27.55302584,-0.131779221,0.316671329,-0.416138781,0.6773,0.99974,1,-1.10, 21.7 , 22.7 , 14.9 , 25.3 , 40.7 , 34.1 , 31.2 , 39.4 , 23.4 , 18.7 , 31.3 , 27.2 ,,,,,,,,
Rpl13,Rpl13,270106,"A52, L13",ribosomal protein L13,,8_123102350_123105244,6, 1.06 ,1,1.06,10427.90073,0.081879793,0.196939339,0.415761489,0.6776,0.99974,1,1.06," 13,268.0 "," 11,872.9 "," 8,442.0 "," 9,970.9 "," 9,205.7 "," 11,581.9 "," 6,421.1 "," 9,781.2 "," 8,987.0 "," 11,522.9 "," 12,564.8 "," 11,516.4 ",,,,,,,,
Nrg4,Nrg4,83961,AI552600,neuregulin 4,,9_55220222_55283649,10, 1.23 ,1,1.23,1.916267067,0.487185073,1.172233693,0.415604052,0.6777,0.99974,1,1.40, 3.5 , -   , 6.9 , -   , 2.3 , -   , 1.4 , 0.6 , -   , -   , 0.8 , 7.6 ,,,,,,,,
Dffa,Dffa,13347,"A330085O09Rik, DFF35, Dff45, ICAD, ICAD-L, ICAD-S","DNA fragmentation factor, alpha subunit",,4_149104142_149120653,6, 0.78 ,1,-1.28,2.676659886,-0.330529746,0.795500328,-0.415499196,0.6778,0.99974,1,-1.26, 5.2 , -   , 3.4 , 2.5 , 1.2 , 1.8 , 4.2 , 3.6 , -   , 4.1 , 4.6 , 1.5 ,,,,,,,,
Homer1,Homer1,26556,"PSD-Zip45, SYN47, Ves-1, homer-1, vesl-1",homer scaffolding protein 1,,13_93303247_93405129,12, 1.20 ,1,1.20,1.479414336,0.449611176,1.082170496,0.415471663,0.6778,0.99974,1,1.37, 0.9 , -   , 3.4 , 1.2 , 2.3 , 1.8 , 1.4 , -   , 3.1 , 2.1 , -   , 1.5 ,,,,,,,,
Oxr1,Oxr1,170719,"2210416C20Rik, C7, C7B",oxidation resistance 1,,15_41447425_41861051,24, 1.06 ,1,1.06,47.92670343,0.113750146,0.273999189,0.415147747,0.6780,0.99974,1,1.08, 58.3 , 45.5 , 60.8 , 49.3 , 44.2 , 37.7 , 29.1 , 46.7 , 68.6 , 41.5 , 60.3 , 33.2 ,,,,,,,,
Zfp236,Zfp236,329002,"AI447957, Gm335",zinc finger protein 236,,18_82593593_82693100,35, 0.75 ,1,-1.33,2.547225711,-0.369082212,0.889222465,-0.415061727,0.6781,0.99974,1,-1.29, 0.9 , -   , 5.7 , 0.6 , 2.3 , 3.6 , 1.9 , 3.6 , 7.8 , 1.0 , 3.1 , -   ,,,,,,,,
Txnrd2,Txnrd2,26462,"AA118373, ESTM573010, TGR, Tr3, Trxr2, Trxrd2",thioredoxin reductase 2,,16_18426417_18479073,18, 0.92 ,1,-1.09,8439.682373,-0.122147134,0.294505439,-0.414753406,0.6783,0.99974,1,-1.09," 10,281.9 "," 8,951.4 "," 5,468.9 "," 9,618.2 "," 5,418.5 "," 8,754.6 "," 2,759.5 "," 8,057.4 "," 7,483.2 "," 11,731.3 "," 11,598.9 "," 11,152.5 ",,,,,,,,
Adora3,Adora3,11542,"A3AR, A3R, AA3R, ARA3, Gpcr2",adenosine A3 receptor,,3_105904421_105908928,2, 1.57 ,2,1.57,1.197760022,0.505669327,1.219396493,0.414688192,0.6784,0.99974,1,1.42, 5.2 , -   , 1.1 , 0.6 , -   , 1.8 , 2.4 , 0.6 , -   , 1.0 , 1.5 , -   ,,,,,,,,
Iars,Iars,105148,"2510016L12Rik, AI327140, AU044614, E430001P04Rik, ILRS",isoleucine-tRNA synthetase,,13_49682130_49734267,34, 0.71 ,1,-1.41,1.545003062,-0.486389063,1.17308619,-0.414623467,0.6784,0.99974,1,-1.40, -   , -   , 3.4 , 3.1 , 1.2 , -   , 5.0 , 1.2 , 1.6 , -   , 3.1 , -   ,,,,,,,,
Cic,Cic,71722,"1200010B10Rik, mKIAA0306",capicua transcriptional repressor,,7_25267656_25294159,24, 1.45 ,1,1.45,0.817029338,0.638412081,1.540467917,0.414427379,0.6786,0.99974,2,1.56, -   , -   , 1.1 , -   , 4.7 , -   , 0.7 , -   , -   , 1.0 , 0.8 , 1.5 ,,,,,,,,
Fbxo38,Fbxo38,107035,"6030410I24Rik, AU044865, AW214031, Moka, SP329",F-box protein 38,,18_62504059_62548858,25, 1.11 ,1,1.11,103.7378349,0.14765802,0.356317979,0.414399578,0.6786,0.99974,1,1.11, 82.6 , 111.1 , 137.6 , 47.5 , 164.1 , 113.1 , 144.5 , 113.5 , 160.5 , 30.1 , 67.9 , 72.5 ,,,,,,,,
Nudt18,Nudt18,213484,BC036718,nudix (nucleoside diphosphate linked moiety X)-type motif 18,,14_70577837_70582571,3, 0.85 ,1,-1.17,8.927956418,-0.200117762,0.483069942,-0.4142625,0.6787,0.99974,1,-1.15, 11.3 , 5.1 , 6.9 , 7.4 , 15.1 , 3.6 , 11.1 , 8.5 , 3.1 , 17.6 , 8.4 , 9.1 ,,,,,,,,
Hnrnph1,Hnrnph1,59013,"AI642080, E430005G16Rik, Hnrnph, Hnrph1",heterogeneous nuclear ribonucleoprotein H1,,11_50377694_50386528,15, 0.90 ,1,-1.11,23.47172659,-0.131244399,0.316843398,-0.414224818,0.6787,0.99974,1,-1.10, 24.3 , 10.1 , 36.7 , 19.1 , 26.8 , 16.2 , 25.5 , 29.7 , 20.3 , 25.9 , 25.9 , 21.1 ,,,,,,,,
Actl6a,Actl6a,56456,"2810432C06Rik, AI851094, ARP4, Actl6, Baf53a, C79802",actin-like 6A,,3_32708546_32726973,15, 0.95 ,1,-1.05,62.26951379,-0.092204197,0.222724487,-0.413983204,0.6789,0.99974,1,-1.07, 44.3 , 75.8 , 68.8 , 56.7 , 59.3 , 59.2 , 62.9 , 69.8 , 76.4 , 68.4 , 54.2 , 51.3 ,,,,,,,,
Ugcg,Ugcg,22234,"AU043821, C80537, Epcs21, GlcT-1l, Ugcg",UDP-glucose ceramide glucosyltransferase,,4_59189170_59222833,9, 1.27 ,1,1.27,10.42333155,0.215669715,0.521066405,0.413900633,0.6789,0.99974,1,1.16, 11.3 , 20.2 , 11.5 , 3.7 , 19.8 , 3.6 , 18.4 , 10.3 , 6.2 , 4.1 , 9.9 , 6.0 ,,,,,,,,
Atxn7l3b,Atxn7l3b,382423,"4921506J03Rik, 6230409E21Rik, AI315132",ataxin 7-like 3B,,10_112925428_112929026,1, 1.24 ,1,1.24,15.4836247,0.197258668,0.476689434,0.413809608,0.6790,0.99974,1,1.15, 12.2 , 32.8 , 29.8 , 6.2 , 9.3 , 12.6 , 26.7 , 15.8 , 14.0 , 5.2 , 10.7 , 10.6 ,,,,,,,,
Akt1s1,Akt1s1,67605,"1110012J22Rik, AI227026, Lobe, Lobel, PRAS40",AKT1 substrate 1 (proline-rich),,7_44849126_44855421,11, 0.73 ,1,-1.38,5.978470791,-0.251604781,0.608113908,-0.413746137,0.6791,0.99974,1,-1.19, 10.4 , -   , 4.6 , 10.5 , 4.7 , -   , 4.5 , 4.9 , 4.7 , 9.3 , 9.2 , 9.1 ,,,,,,,,
Zmym4,Zmym4,67785,"6330503C17Rik, AI480785, AW493829, CDIR, D630001M21, MYM, Zfp262, Znf262, mKIAA0425","zinc finger, MYM-type 4",,4_126861819_126968844,30, 1.07 ,1,1.07,7.647528167,0.224812733,0.543476732,0.413656593,0.6791,0.99974,1,1.17, 12.2 , 2.5 , 11.5 , 12.3 , 3.5 , 5.4 , 3.5 , 5.5 , 10.9 , 9.3 , 12.2 , 3.0 ,,,,,,,,
Ino80b,Ino80b,70020,"2510009I23Rik, HMG1YL4, Hmga1l4, Papa1, Znhit4",INO80 complex subunit B,,6_83121828_83125029,5, 0.85 ,1,-1.18,6.422330624,-0.240630457,0.581810108,-0.413589337,0.6792,0.99974,1,-1.18, 5.2 , 7.6 , 2.3 , 8.0 , 10.5 , 1.8 , 10.1 , 3.6 , 4.7 , 2.1 , 10.7 , 10.6 ,,,,,,,,
Zfp143,Zfp143,20841,"AA959806, AU015869, D7Ertd805e, KRAB14, SBF, Staf, Zfp79, Zfp80-rs1, Znf143, pHZ-1",zinc finger protein 143,,7_110061670_110095396,16, 0.89 ,1,-1.13,4.648844156,-0.280313556,0.678164165,-0.41334174,0.6794,0.99974,1,-1.21, 3.5 , 2.5 , 2.3 , 4.3 , 4.7 , 9.0 , 12.0 , 3.6 , 7.8 , 3.1 , 1.5 , 1.5 ,,,,,,,,
Dnajc27,Dnajc27,217378,"AI639580, C330021A05Rik, Rabj, Rbj",DnaJ heat shock protein family (Hsp40) member C27,,12_4082569_4124140,13, 0.75 ,1,-1.33,2.622752371,-0.365702057,0.884826552,-0.413303665,0.6794,0.99974,1,-1.29, 7.0 , -   , -   , 0.6 , 2.3 , 3.6 , 2.1 , 1.8 , 1.6 , 4.1 , 6.9 , 1.5 ,,,,,,,,
Gpr19,Gpr19,14760,0,G protein-coupled receptor 19,,6_134869092_134899482,8, 0.80 ,1,-1.26,3.455310014,-0.320568484,0.77645178,-0.412863351,0.6797,0.99974,1,-1.25, 4.3 , 5.1 , 1.1 , 3.7 , 2.3 , 1.8 , 5.0 , 4.9 , 3.1 , 1.0 , -   , 9.1 ,,,,,,,,
Gypa,Gypa,14934,"AI853584, CD235a, GPA",glycophorin A,,8_80494045_80510785,8, 1.07 ,1,1.07,81928.93881,0.102565194,0.248478531,0.41277286,0.6798,0.99974,1,1.07," 85,717.7 "," 104,583.7 "," 70,872.5 "," 88,937.5 "," 62,408.5 "," 96,518.2 "," 32,604.5 "," 72,663.2 "," 81,710.2 "," 80,838.7 "," 98,452.3 "," 107,840.1 ",,,,,,,,
Dgka,Dgka,13139,"80kDa, AW146112, Dagk1","diacylglycerol kinase, alpha",,10_128720134_128748420,28, 0.88 ,1,-1.13,10.22592709,-0.245303591,0.594515453,-0.412610958,0.6799,0.99974,1,-1.19, 5.2 , 12.6 , 11.5 , 3.1 , 19.8 , 5.4 , 25.8 , 6.7 , 17.1 , 4.1 , 2.3 , 9.1 ,,,,,,,,
Vav3,Vav3,57257,"A530094I06Rik, AA986410, Idd18.1",vav 3 oncogene,,3_109340258_109685694,28, 1.34 ,1,1.34,5.071569442,0.304157378,0.737180237,0.412595675,0.6799,0.99974,1,1.23, 4.3 , 7.6 , 2.3 , 1.8 , 11.6 , 7.2 , 9.0 , -   , 1.6 , 9.3 , 3.1 , 3.0 ,,,,,,,,
BC094916,BC094916,0,#N/A,#N/A,,#N/A,#N/A, 0.90 ,1,-1.12,0.852368032,-0.620053757,1.503785882,-0.412328486,0.6801,0.99974,2,-1.54, -   , 2.5 , 1.1 , -   , 1.2 , -   , 1.7 , 0.6 , -   , -   , 3.1 , -   ,,,,,,,,
Zfp160,Zfp160,224585,"6720480D16Rik, F11, HKr18, HZF5, KR18, mKIAA1611, mszf47",zinc finger protein 160,,17_21008941_21028857,5, 0.71 ,1,-1.40,2.020236673,-0.407451199,0.988299219,-0.41227514,0.6801,0.99974,1,-1.33, -   , -   , 3.4 , 3.7 , 1.2 , 1.8 , 4.2 , 3.0 , 4.7 , -   , 0.8 , 1.5 ,,,,,,,,
Zbtb22,Zbtb22,81630,"1110008J20Rik, AI265210, AI415166, Bing1, Zfp297",zinc finger and BTB domain containing 22,,17_33916176_33919325,2, 0.89 ,1,-1.13,15.01160163,-0.177509962,0.430634869,-0.412205268,0.6802,0.99974,1,-1.13, 15.7 , 10.1 , 14.9 , 12.3 , 24.4 , 7.2 , 19.9 , 15.8 , 1.6 , 13.5 , 22.1 , 22.7 ,,,,,,,,
Hmgb1,Hmgb1,15289,"HMG-1, Hmg1, SBP-1, p30",high mobility group box 1,,5_149046702_149053057,6, 1.11 ,1,1.11,29.84697354,0.155666417,0.37777299,0.412063386,0.6803,0.99974,1,1.11, 16.5 , 27.8 , 49.3 , 19.7 , 50.0 , 25.1 , 28.3 , 33.4 , 49.9 , 30.1 , 14.5 , 13.6 ,,,,,,,,
Cav1,Cav1,12389,"Cav, Cav-1","caveolin 1, caveolae protein",,6_17306335_17341328,6, 1.17 ,1,1.17,8.977472142,0.281606265,0.683628665,0.411928697,0.6804,0.99974,1,1.22, 3.5 , 7.6 , 36.7 , 6.2 , 2.3 , 1.8 , 6.9 , 6.1 , 20.3 , 10.4 , 1.5 , 4.5 ,,,,,,,,
Yipf2,Yipf2,74766,1300010K09Rik,"Yip1 domain family, member 2",,9_21588682_21592831,10, 0.81 ,1,-1.23,6.616319619,-0.304831471,0.740167773,-0.411841047,0.6805,0.99974,1,-1.24, 16.5 , 10.1 , 1.1 , 1.2 , 1.2 , 5.4 , 7.8 , 0.6 , 3.1 , 10.4 , 5.3 , 16.6 ,,,,,,,,
Zyg11b,Zyg11b,414872,"1110046I03Rik, 2810482G21Rik, D4Mgi23, Gm431, mKIAA1730","zyg-ll family member B, cell cycle regulator",,4_108227755_108301138,14, 1.22 ,1,1.22,3.986617194,0.291955221,0.70900056,0.41178419,0.6805,0.99974,1,1.22, 0.9 , 2.5 , 11.5 , 6.2 , 3.5 , 1.8 , 5.7 , 1.2 , 3.1 , 3.1 , 5.3 , 3.0 ,,,,,,,,
Nsmaf,Nsmaf,18201,"AA959567, C630007J05, Fan",neutral sphingomyelinase (N-SMase) activation associated factor,,4_6396207_6454673,33, 1.06 ,1,1.06,138.6276502,0.086254003,0.209476345,0.41176011,0.6805,0.99974,1,1.06, 144.3 , 149.0 , 105.5 , 136.9 , 117.5 , 204.6 , 121.6 , 126.2 , 166.7 , 110.9 , 154.9 , 125.3 ,,,,,,,,
Slc4a1ap,Slc4a1ap,20534,kanadaptin,"solute carrier family 4 (anion exchanger), member 1, adaptor protein",,5_31526850_31558641,14, 0.83 ,1,-1.20,2.666392738,-0.35951851,0.873201204,-0.411724707,0.6805,0.99974,1,-1.28, 0.9 , 2.5 , 4.6 , 0.6 , 2.3 , 3.6 , 3.6 , 4.2 , 7.8 , 1.0 , 0.8 , -   ,,,,,,,,
Cd79b,Cd79b,15985,"B29, Ig-beta, Igb, Igbeta",CD79B antigen,,11_106311341_106314562,6, 1.05 ,1,1.05,367.9581144,0.07122205,0.173007191,0.411671036,0.6806,0.99974,1,1.05, 382.6 , 378.8 , 415.2 , 432.8 , 385.1 , 265.7 , 400.9 , 380.4 , 409.8 , 326.5 , 318.9 , 318.6 ,,,,,,,,
D230025D16Rik,D230025D16Rik,234678,"BC006874, Lin10",RIKEN cDNA D230025D16 gene,,8_105225146_105253053,16, 1.15 ,1,1.15,4.147638533,0.299982279,0.72880389,0.411609053,0.6806,0.99974,1,1.23, 0.9 , -   , 8.0 , 4.3 , 11.6 , 1.8 , 4.7 , 2.4 , 1.6 , 3.1 , 2.3 , 9.1 ,,,,,,,,
